Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.43     0.00   544807     0.00     0.00  bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      2.43     0.00   539140     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      2.43     0.00   539138     0.00     0.00  void __gnu_cxx::new_allocator<GraphEdge>::construct<GraphEdge, int&, int&, double>(GraphEdge*, int&, int&, double&&)
  0.00      2.43     0.00   539138     0.00     0.00  void std::vector<GraphEdge, std::allocator<GraphEdge> >::emplace_back<int&, int&, double>(int&, int&, double&&)
  0.00      2.43     0.00   534344     0.00     0.00  double& std::forward<double&>(std::remove_reference<double&>::type&)
  0.00      2.43     0.00   450361     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      2.43     0.00   439998     0.00     0.00  std::_Identity<int>::operator()(int const&) const
  0.00      2.43     0.00   413073     0.00     0.00  __gnu_cxx::__aligned_membuf<int>::_M_addr() const
  0.00      2.43     0.00   410908     0.00     0.00  __gnu_cxx::__aligned_membuf<int>::_M_ptr() const
  0.00      2.43     0.00   406953     0.00     0.00  std::_Rb_tree_node<int>::_M_valptr() const
  0.00      2.43     0.00   389385     0.00     0.00  std::less<int>::operator()(int const&, int const&) const
  0.00      2.43     0.00   377354     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node<int> const*)
  0.00      2.43     0.00   300240     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      2.43     0.00   270777     0.00     0.00  std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, double>, false> const&) const
  0.00      2.43     0.00   267176     0.00     0.00  void std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::emplace_back<std::pair<int, double> >(std::pair<int, double>&&)
  0.00      2.43     0.00   267176     0.00     0.00  std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::push_back(std::pair<int, double>&&)
  0.00      2.43     0.00   266638     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.00      2.43     0.00   263868     0.00     0.00  std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >::operator[](int const&)
  0.00      2.43     0.00   263868     0.00     0.00  std::pair<int, double>::pair<int&, double&, true>(int&, double&)
  0.00      2.43     0.00   263868     0.00     0.00  std::vector<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > > >::operator[](unsigned long)
  0.00      2.43     0.00   263868     0.00     0.00  std::__detail::_Map_base<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&)
  0.00      2.43     0.00   263868     0.00     0.00  std::pair<int, double> const& std::forward<std::pair<int, double> const&>(std::remove_reference<std::pair<int, double> const&>::type&)
  0.00      2.43     0.00   263838     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, double>, false>*, unsigned long)
  0.00      2.43     0.00   263838     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >::destroy<std::pair<int const, double> >(std::pair<int const, double>*)
  0.00      2.43     0.00   263838     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >::allocate(unsigned long, void const*)
  0.00      2.43     0.00   263838     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >::construct<std::pair<int const, double>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, double>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00      2.43     0.00   263838     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >::_M_max_size() const
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Hash_code_base<int, std::pair<int const, double>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node_code_cache<false>&, unsigned long) const
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Prime_rehash_policy::_M_state() const
  0.00      2.43     0.00   263838     0.00     0.00  std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00      2.43     0.00   263838     0.00     0.00  std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node()
  0.00      2.43     0.00   263838     0.00     0.00  std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, double>, false>*, unsigned long)
  0.00      2.43     0.00   263838     0.00     0.00  std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&)
  0.00      2.43     0.00   263838     0.00     0.00  std::_Head_base<0ul, int const&, false>::_Head_base(int const&)
  0.00      2.43     0.00   263838     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&)
  0.00      2.43     0.00   263838     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&)
  0.00      2.43     0.00   263838     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&)
  0.00      2.43     0.00   263838     0.00     0.00  std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, double>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, double>, false>&)
  0.00      2.43     0.00   263838     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::__detail::_Hash_node<std::pair<int const, double>, false>*, unsigned long)
  0.00      2.43     0.00   263838     0.00     0.00  void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::destroy<std::pair<int const, double> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::pair<int const, double>*)
  0.00      2.43     0.00   263838     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, unsigned long)
  0.00      2.43     0.00   263838     0.00     0.00  void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::construct<std::pair<int const, double>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::pair<int const, double>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00      2.43     0.00   263838     0.00     0.00  std::pair<int const, double>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>)
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, double>, false>::_Hash_node()
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Node_iterator<std::pair<int const, double>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, double>, false>*)
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, double>, false>*)
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, double>, false>* std::__addressof<std::__detail::_Hash_node<std::pair<int const, double>, false> >(std::__detail::_Hash_node<std::pair<int const, double>, false>&)
  0.00      2.43     0.00   263838     0.00     0.00  int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&)
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, double>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, double>, false> >(std::__detail::_Hash_node<std::pair<int const, double>, false>*)
  0.00      2.43     0.00   263838     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, double>, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, double>, false> >(std::__detail::_Hash_node<std::pair<int const, double>, false>&)
  0.00      2.43     0.00   225222     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.00      2.43     0.00   175803     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.43     0.00   164163     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      2.43     0.00   161454     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      2.43     0.00   150141     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      2.43     0.00   150141     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      2.43     0.00   150141     0.00     0.00  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      2.43     0.00   150120     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      2.43     0.00   150120     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00      2.43     0.00   150120     0.00     0.00  std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      2.43     0.00   150120     0.00     0.00  std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  0.00      2.43     0.00   150120     0.00     0.00  int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      2.43     0.00   150120     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  0.00      2.43     0.00   124928     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator+(long) const
  0.00      2.43     0.00   117928     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_left(std::_Rb_tree_node_base*)
  0.00      2.43     0.00   105355     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator()
  0.00      2.43     0.00    91300     0.00     0.00  std::_Rb_tree_iterator<int>::_Rb_tree_iterator(std::_Rb_tree_node_base*)
  0.00      2.43     0.00    89081     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      2.43     0.00    87379     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.43     0.00    80727     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      2.43     0.00    80727     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      2.43     0.00    75081     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      2.43     0.00    75081     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      2.43     0.00    75081     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      2.43     0.00    75081     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      2.43     0.00    75060     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      2.43     0.00    66916     0.00     0.00  std::pair<int, double>* std::__niter_base<std::pair<int, double>*>(std::pair<int, double>*)
